unitid,"xf2a01",f2a01,"xf2a02",f2a02,"xf2a03",f2a03,"xf2a04",f2a04,"xf2a05",f2a05,"xf2a06",f2a06,"xf2a11",f2a11,"xf2a12",f2a12,"xf2a13",f2a13,"xf2a14",f2a14,"xf2b01",f2b01,"xf2b02",f2b02,"xf2b03",f2b03,"xf2b04",f2b04,"xf2b05",f2b05,"xf2b06",f2b06,"xf2b07",f2b07,"xf2c01",f2c01,"xf2c02",f2c02,"xf2c03",f2c03,"xf2c04",f2c04,"xf2c05",f2c05,"xf2c06",f2c06,"xf2c07",f2c07,"xf2c08",f2c08,"xf2c09",f2c09,"xf2d01",f2d01,"xf2d02",f2d02,"xf2d03",f2d03,"xf2d04",f2d04,"xf2d05",f2d05,"xf2d06",f2d06,"xf2d07",f2d07,"xf2d08",f2d08,"xf2d09",f2d09,"xf2d10",f2d10,"xf2d11",f2d11,"xf2d12",f2d12,"xf2d13",f2d13,"xf2d14",f2d14,"xf2d15",f2d15,"xf2d16",f2d16,"xf2e011",f2e011,"xf2e012",f2e012,"xf2e013",f2e013,"xf2e014",f2e014,"xf2e015",f2e015,"xf2e016",f2e016,"xf2e017",f2e017,"xf2e021",f2e021,"xf2e022",f2e022,"xf2e023",f2e023,"xf2e024",f2e024,"xf2e025",f2e025,"xf2e026",f2e026,"xf2e027",f2e027,"xf2e031",f2e031,"xf2e032",f2e032,"xf2e033",f2e033,"xf2e034",f2e034,"xf2e035",f2e035,"xf2e036",f2e036,"xf2e037",f2e037,"xf2e041",f2e041,"xf2e042",f2e042,"xf2e043",f2e043,"xf2e044",f2e044,"xf2e045",f2e045,"xf2e046",f2e046,"xf2e047",f2e047,"xf2e051",f2e051,"xf2e052",f2e052,"xf2e053",f2e053,"xf2e054",f2e054,"xf2e055",f2e055,"xf2e056",f2e056,"xf2e057",f2e057,"xf2e061",f2e061,"xf2e062",f2e062,"xf2e063",f2e063,"xf2e064",f2e064,"xf2e065",f2e065,"xf2e066",f2e066,"xf2e067",f2e067,"xf2e071",f2e071,"xf2e072",f2e072,"xf2e073",f2e073,"xf2e074",f2e074,"xf2e075",f2e075,"xf2e076",f2e076,"xf2e077",f2e077,"xf2e081",f2e081,"xf2e082",f2e082,"xf2e083",f2e083,"xf2e084",f2e084,"xf2e085",f2e085,"xf2e086",f2e086,"xf2e087",f2e087,"xf2e091",f2e091,"xf2e092",f2e092,"xf2e093",f2e093,"xf2e094",f2e094,"xf2e095",f2e095,"xf2e096",f2e096,"xf2e097",f2e097,"xf2e101",f2e101,"xf2e102",f2e102,"xf2e103",f2e103,"xf2e104",f2e104,"xf2e105",f2e105,"xf2e106",f2e106,"xf2e107",f2e107,"xf2e111",f2e111,"xf2e112",f2e112,"xf2e113",f2e113,"xf2e114",f2e114,"xf2e115",f2e115,"xf2e116",f2e116,"xf2e117",f2e117,"xf2e121",f2e121,"xf2e122",f2e122,"xf2e123",f2e123,"xf2e124",f2e124,"xf2e125",f2e125,"xf2e126",f2e126,"xf2e127",f2e127,"xf2e131",f2e131,"xf2e132",f2e132,"xf2e133",f2e133,"xf2e134",f2e134,"xf2e135",f2e135,"xf2e136",f2e136,"xf2e137",f2e137,"xf2h01",f2h01,"xf2h02",f2h02,f2fha
121071,"R",0,"R",9947769,"R",4414588,"R",5533181,"R",0,"R",5533181,"R",138515,"R",6858257,"R",220801,"R",0,"R",5201281,"R",5128961,"R",0,"R",72320,"R",5376961,"R",83900,"R",5533181,"R",620694,"R",126025,"R",71950,"R",0,"R",42000,"R",721491,"R",1582160,"R",863069,"R",0,"R",2445773,"R",0,"R",0,"R",0,"R",126025,"R",0,"R",0,"R",998445,"R",892973,"R",43446,"R",450140,"R",0,"R",0,"R",145641,"R",98838,"R",5201281,"R",1992803,"R",1291800,"R",231787,"R",0,"R",0,"R",0,"R",469216,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",365705,"R",223576,"R",47815,"R",0,"R",0,"R",0,"R",94314,"R",726638,"R",317481,"R",52509,"R",0,"R",0,"R",0,"R",356648,"R",1363683,"R",630539,"R",140765,"R",0,"R",98294,"R",46050,"R",448035,"R",613013,"R",77153,"R",14159,"R",0,"R",0,"R",29957,"R",491744,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",67119,"R",0,"R",0,"R",0,"R",0,"R",0,"R",67119,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5128961,"R",2540549,"R",487035,"Z",0,"R",98294,"R",76007,"R",1927076,"R",0,"R",0,1
121150,"R",612347000,"R",1014472000,"R",323947000,"R",508883000,"R",181642000,"R",690525000,"R",59025000,"R",209879000,"R",24174000,"R",0,"R",237819000,"R",200168000,"R",0,"R",37651000,"R",673620000,"R",-20746000,"R",690525000,"R",1544000,"R",1808000,"R",2964000,"R",0,"R",4120000,"R",38363000,"R",48799000,"R",43716000,"R",0,"R",136772000,"R",0,"R",0,"R",0,"R",3104000,"R",0,"R",0,"R",16923000,"R",0,"R",29771000,"R",2227000,"R",24095000,"R",0,"R",0,"R",24927000,"R",237819000,"R",73205000,"R",41105000,"R",11919000,"R",1739000,"R",1247000,"R",1399000,"R",15796000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",8422000,"R",703000,"R",187000,"R",2484000,"R",1781000,"R",1998000,"R",1269000,"R",28022000,"R",10041000,"R",2921000,"R",1987000,"R",1425000,"R",1598000,"R",10050000,"R",29564000,"R",10283000,"R",2756000,"R",3602000,"R",2583000,"R",2897000,"R",7443000,"R",46877000,"R",22529000,"R",4969000,"R",1987000,"R",1425000,"R",1598000,"R",14369000,"R",14078000,"R",1861000,"R",438000,"R",621000,"R",445000,"R",500000,"R",10213000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",-12420000,"Z",0,"Z",0,"R",12420000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",200168000,"R",86522000,"R",23190000,"Z",0,"R",8906000,"R",9990000,"R",71560000,"R",383676000,"R",394398000,1
121257,"R",49025000,"R",84753000,"R",19728000,"R",35416000,"R",29609000,"R",65025000,"R",3313000,"R",29835000,"R",4126000,"R",268000,"R",29823000,"R",31234000,"R",-1338378,"R",-2749378,"R",67774378,"R",0,"R",65025000,"R",580012,"R",188742,"R",1173701,"R",0,"R",1101291,"R",5511709,"R",8555455,"R",6801742,"R",0,"R",18997000,"R",0,"R",0,"R",0,"R",822000,"R",0,"R",0,"R",1982000,"R",0,"R",-253000,"R",0,"R",6540000,"R",0,"Z",0,"R",1735000,"R",29823000,"R",12517000,"R",5607000,"R",1633000,"R",849000,"R",164000,"R",204000,"R",4060000,"R",350000,"R",191000,"R",65000,"R",0,"R",0,"R",0,"R",94000,"R",1421000,"R",719000,"R",160000,"R",21000,"R",6000,"R",7000,"R",508000,"R",2342000,"R",652000,"R",160000,"R",181000,"R",35000,"R",14000,"R",1300000,"R",4057000,"R",2067000,"R",376000,"R",119000,"R",21000,"R",26000,"R",1448000,"R",5568000,"R",2410000,"R",524000,"R",235000,"R",87000,"R",77000,"R",2235000,"R",4979000,"R",1373000,"R",364000,"Z",0,"R",630000,"R",296000,"R",2316000,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",170000,"R",42000,"R",-1405000,"Z",0,"Z",0,"R",1193000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31234000,"R",13189000,"R",3324000,"Z",0,"R",943000,"R",624000,"R",13154000,"R",45111000,"R",43379000,1
121309,"R",40580931,"R",120329836,"R",46952524,"R",58865025,"R",14512287,"R",73377312,"R",6097581,"R",77114094,"R",16768116,"Z",0,"R",54403008,"R",53769917,"R",1041299,"R",1674390,"R",71702922,"R",0,"R",73377312,"R",1205829,"R",496853,"R",4622245,"Z",0,"R",1852791,"R",7411034,"R",15588752,"R",9263825,"Z",0,"R",33270153,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2822673,"R",2140104,"R",401090,"R",34854,"R",12486069,"Z",0,"Z",0,"R",3248065,"R",54403008,"R",16070751,"R",11076246,"Z",0,"R",1579528,"R",1168328,"R",374948,"R",1871701,"R",353314,"Z",0,"Z",0,"R",34726,"R",25686,"R",8243,"R",284659,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",7934105,"R",1563757,"R",3076651,"R",779811,"R",576802,"R",185111,"R",1751973,"R",7241681,"R",2586037,"Z",0,"R",711755,"R",526463,"R",168956,"R",3248470,"R",13491883,"R",2742608,"R",3477487,"R",1326062,"R",980847,"R",314781,"R",4650098,"R",8678183,"R",448156,"Z",0,"R",852942,"R",630896,"R",202472,"R",6543717,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",1806897,"Z",0,"R",-5284824,"Z",0,"Z",0,"R",3477927,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",53769917,"R",20223701,"R",6554138,"Z",0,"R",3909022,"R",1254511,"R",21828545,"R",10846969,"R",11692300,1
121345,"R",1281067000,"R",1504484000,"R",242093000,"R",974779000,"R",287612000,"R",1262391000,"R",13344000,"R",172766000,"R",24600000,"R",0,"R",71493000,"R",81475000,"R",4089000,"R",-5893000,"R",1268284000,"R",0,"R",1262391000,"R",402000,"R",407000,"R",980000,"Z",0,"R",7185000,"R",6993000,"R",15967000,"R",14585000,"R",0,"R",25947000,"Z",0,"Z",0,"Z",0,"R",1861000,"Z",0,"Z",0,"R",18902000,"Z",0,"R",10467000,"R",326000,"R",13008000,"Z",0,"Z",0,"R",982000,"R",71493000,"R",36069000,"R",18901000,"R",3852000,"R",5416000,"R",1723000,"R",715000,"R",5462000,"R",2122000,"R",1039000,"R",159000,"Z",0,"Z",0,"Z",0,"R",924000,"R",521000,"R",206000,"R",12000,"R",50000,"R",16000,"R",7000,"R",230000,"R",9099000,"R",2124000,"R",383000,"R",1945000,"R",618000,"R",257000,"R",3772000,"R",10191000,"R",3755000,"R",610000,"R",1652000,"R",525000,"R",218000,"R",3431000,"R",10734000,"R",4701000,"R",2157000,"R",721000,"R",229000,"R",95000,"R",2831000,"R",12739000,"R",2383000,"R",416000,"R",1109000,"R",2568000,"R",1066000,"R",5197000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",2051000,"R",502000,"R",-10893000,"Z",0,"Z",0,"R",8340000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",81475000,"R",35160000,"R",8091000,"Z",0,"R",5679000,"R",2358000,"R",30187000,"R",1021846000,"R",1001677000,1
121600,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,1
121628,"R",141255000,"R",357467000,"R",201633000,"R",124469000,"R",31365000,"R",155834000,"R",1334000,"R",183000,"R",28505000,"R",6518000,"R",227199000,"R",215267000,"R",0,"R",11932000,"R",143902000,"R",0,"R",155834000,"R",0,"R",23000,"R",0,"R",0,"R",175000,"R",0,"R",198000,"R",198000,"R",0,"R",1107000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",850000,"R",0,"R",178000,"R",0,"R",0,"R",0,"R",0,"R",225064000,"R",227199000,"R",345000,"R",345000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",120000,"R",120000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",946248,"R",340765,"R",160159,"Z",0,"R",0,"R",0,"R",445324,"R",156752,"R",0,"R",0,"R",0,"R",0,"R",0,"R",156752,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",213699000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",213699000,"R",215267000,"R",805765,"R",160159,"Z",0,"R",0,"R",0,"R",214301076,"R",131649000,"R",141255000,1
121691,"R",77983761,"R",214654596,"R",81451758,"R",67102040,"R",66100798,"R",133202838,"R",6877123,"R",106458142,"R",33883431,"R",0,"R",81711080,"R",76608887,"R",-2378792,"R",2723401,"R",130479437,"R",0,"R",133202838,"R",2030778,"R",1032095,"R",5834542,"R",0,"R",1701948,"R",18859724,"R",29459087,"R",20561672,"R",0,"R",47793448,"R",0,"R",0,"R",0,"R",5271235,"R",0,"R",0,"R",10279344,"R",0,"R",3254248,"R",377794,"R",12344321,"R",0,"R",0,"R",2390690,"R",81711080,"R",30315885,"R",16382185,"R",4648635,"R",1742814,"R",1899552,"R",563149,"R",5079550,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1195562,"R",362827,"R",33153,"R",121783,"R",132735,"R",39351,"R",505713,"R",7101554,"R",3520852,"R",814141,"R",619014,"R",674684,"R",200020,"R",1272843,"R",11671842,"R",4631539,"R",1181104,"R",937366,"R",1021668,"R",302889,"R",3597276,"R",14971701,"R",6454491,"R",2113075,"R",609280,"R",664075,"R",196874,"R",4933906,"R",11352343,"R",462134,"R",79006,"R",2068339,"R",2254352,"R",668335,"R",5820177,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",1682054,"R",429203,"R",-6098596,"R",0,"R",0,"R",3987339,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",76608887,"R",33496082,"R",9298317,"Z",0,"R",6647066,"R",1970618,"R",25196804,"R",55313769,"R",61176216,1
122117,"R",0,"R",3844647,"R",1743220,"R",2101427,"Z",0,"R",2101427,"R",770000,"R",2817633,"R",626957,"R",0,"R",2287700,"R",2217053,"R",0,"R",70647,"R",2030780,"R",0,"R",2101427,"R",79792,"R",0,"R",0,"R",0,"R",0,"R",0,"R",79792,"R",21230,"R",0,"R",2035060,"Z",0,"Z",0,"Z",0,"R",8045,"Z",0,"Z",0,"R",40000,"Z",0,"R",365,"Z",0,"Z",0,"R",214619,"Z",0,"R",-10389,"R",2287700,"R",862596,"R",45460,"Z",0,"Z",0,"R",94027,"Z",0,"R",723109,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",946242,"R",627506,"R",9280,"Z",0,"R",27998,"R",77971,"R",203487,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",408215,"R",225536,"Z",0,"Z",0,"R",12236,"Z",0,"R",170443,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2217053,"R",898502,"R",9280,"Z",0,"R",134261,"R",77971,"R",1097039,"A",,"A",,2
122223,"R",17716440,"R",18938874,"R",4345342,"R",11982282,"R",2611250,"R",14593532,"R",0,"R",3848902,"R",1184831,"R",0,"R",1057259,"R",3845666,"R",0,"R",-2788407,"R",16454859,"R",927080,"R",14593532,"R",131090,"R",8000,"R",74605,"R",0,"R",0,"R",0,"R",213695,"R",207490,"R",0,"R",722896,"Z",0,"Z",0,"Z",0,"R",139090,"R",74605,"R",0,"R",1250,"Z",0,"R",7035,"Z",0,"Z",0,"Z",0,"Z",0,"R",112383,"R",1057259,"R",1689059,"R",764524,"R",161222,"R",469395,"R",112581,"R",106981,"R",74356,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",441551,"R",279770,"R",58219,"Z",0,"Z",0,"Z",0,"R",103562,"R",956346,"R",223880,"R",49262,"R",469395,"Z",0,"Z",0,"R",213809,"R",641703,"R",436072,"R",89568,"Z",0,"Z",0,"Z",0,"R",116063,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",348195,"R",89569,"R",-938790,"R",0,"R",0,"R",501026,"R",117007,"R",0,"R",0,"R",0,"R",0,"R",0,"R",117007,"R",3845666,"R",2052441,"R",447840,"Z",0,"R",112581,"R",106981,"R",1125823,"Z",0,"Z",0,1
122250,"R",21819661,"R",49246394,"R",2213267,"R",21831304,"R",25201823,"R",47033127,"R",1688637,"R",27620083,"R",2910247,"Z",0,"R",6030925,"R",4207894,"R",0,"R",1823031,"R",48180609,"R",-2970513,"R",47033127,"R",0,"R",0,"R",0,"R",0,"R",59415,"R",0,"R",59415,"R",59415,"R",0,"R",1052342,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",885868,"Z",0,"R",226267,"Z",0,"R",634263,"Z",0,"Z",0,"R",3232185,"R",6030925,"R",1367836,"R",693272,"R",117560,"R",182611,"R",374393,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",373244,"R",227892,"R",57016,"R",76578,"R",11758,"Z",0,"R",0,"R",141639,"R",52452,"R",3046,"R",85888,"R",253,"Z",0,"R",0,"R",722831,"R",379484,"R",52700,"R",290647,"Z",0,"Z",0,"R",0,"R",634263,"R",384217,"R",9284,"R",213527,"R",27235,"Z",0,"R",0,"R",59415,"Z",0,"Z",0,"R",59415,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",393182,"R",217747,"R",-908666,"R",297737,"Z",0,"R",0,"R",908666,"R",0,"R",0,"R",0,"R",0,"R",0,"R",908666,"R",4207894,"R",2130499,"R",457353,"Z",0,"R",711376,"Z",0,"R",908666,"R",22021642,"R",21819661,1
122287,"Z",0,"R",434833,"R",249776,"R",185057,"Z",0,"R",185057,"R",0,"R",0,"R",81289,"R",0,"R",2402686,"R",2517522,"R",11724,"R",-103112,"R",288169,"R",0,"R",185057,"R",36666,"R",1243119,"Z",0,"Z",0,"R",0,"Z",0,"R",1279785,"R",1279785,"Z",0,"R",637850,"R",0,"R",0,"R",0,"R",1279785,"R",0,"R",0,"R",0,"R",0,"R",0,"R",44371,"R",149322,"R",291338,"R",0,"R",20,"R",2402686,"R",804062,"R",731010,"Z",0,"Z",0,"Z",0,"Z",0,"R",73052,"R",7129,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7129,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",641277,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",641277,"R",787926,"R",606876,"R",0,"Z",0,"Z",0,"Z",0,"R",181050,"R",84738,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",84738,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",152860,"R",41378,"Z",0,"Z",0,"Z",0,"Z",0,"R",111482,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",39530,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39530,"R",2517522,"R",1379264,"Z",0,"Z",0,"Z",0,"Z",0,"R",1138258,"A",,"A",,2
122296,"R",30225690,"R",52000620,"R",15609290,"R",8787192,"R",27604138,"R",36391330,"Z",0,"R",4939695,"R",4278958,"R",0,"R",14884883,"R",16141404,"R",6562167,"R",5305646,"R",31085684,"R",0,"R",36391330,"R",317560,"R",298680,"R",679397,"Z",0,"R",0,"R",878658,"R",2174295,"R",73529,"Z",0,"R",12963633,"Z",0,"Z",0,"Z",0,"R",644609,"Z",0,"R",388885,"R",268493,"R",1003363,"R",-1459412,"R",283518,"R",499037,"Z",0,"Z",0,"R",292757,"R",14884883,"R",7466225,"R",4648757,"R",1081276,"R",45864,"R",11184,"R",0,"R",1679144,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1031397,"R",628652,"R",62332,"R",96224,"R",9405,"R",0,"R",234784,"R",1784643,"R",1197348,"R",124636,"R",0,"R",0,"R",0,"R",462659,"R",5442654,"R",1595933,"R",740658,"R",178320,"R",657452,"R",0,"R",2270291,"R",416485,"R",175731,"R",21422,"R",89861,"R",0,"R",0,"R",129471,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",-410269,"Z",0,"Z",0,"R",410269,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16141404,"R",8246421,"R",2030324,"Z",0,"R",678041,"R",0,"R",5186618,"R",12744177,"R",13651632,1
122436,"R",153022080,"R",534680440,"R",177121117,"R",252231455,"R",105327868,"R",357559323,"R",27870994,"R",289719808,"R",51703847,"R",176291,"R",199787525,"R",172482766,"R",0,"R",27304759,"R",330254564,"R",0,"R",357559323,"R",2325270,"R",2268299,"R",1097,"R",0,"R",4586652,"R",42370825,"R",51552143,"R",42370825,"R",0,"R",124299464,"R",0,"R",0,"R",0,"R",5858256,"R",1601,"R",0,"R",30686277,"R",0,"R",5455721,"R",0,"R",31519072,"R",0,"R",0,"R",1967134,"R",199787525,"R",71893354,"R",43151035,"R",10929922,"R",0,"R",1205795,"R",1207719,"R",15398883,"R",1614051,"R",622363,"R",61369,"R",0,"R",20939,"R",0,"R",909380,"R",1602837,"R",916670,"R",227431,"R",0,"R",32688,"R",0,"R",426048,"R",8067250,"R",4476017,"R",1082811,"R",0,"R",378568,"R",83310,"R",2046544,"R",17078848,"R",8669823,"R",2324666,"R",0,"R",640461,"R",718218,"R",4725680,"R",35048412,"R",12840942,"R",4470788,"R",6468020,"R",291449,"R",325178,"R",10652035,"R",30323066,"R",7144685,"R",1608336,"R",5884476,"R",3106015,"R",3599515,"R",8980039,"R",6854948,"R",47467,"R",11782,"R",0,"R",0,"R",0,"R",6795699,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",4806879,"R",1340850,"R",-12352496,"R",75135,"R",639406,"R",5490226,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",172482766,"R",82675881,"R",22057955,"Z",0,"R",5751050,"R",6573346,"R",55424534,"R",87979569,"R",96928216,1
122454,"R",8622794,"R",18839430,"R",13833806,"R",-3802864,"R",8808488,"R",5005624,"R",1596722,"R",3372145,"R",987335,"Z",0,"R",19076526,"R",19348245,"R",-1,"R",-271720,"R",5277344,"R",0,"R",5005624,"R",542696,"R",297706,"R",352987,"R",0,"R",206000,"R",4196629,"R",5596018,"R",0,"R",0,"R",14603041,"R",0,"R",0,"R",0,"R",297706,"R",0,"R",89000,"R",2646584,"R",0,"R",259514,"R",125998,"R",771219,"R",0,"R",0,"R",283464,"R",19076526,"R",5758011,"R",3690537,"R",922634,"Z",0,"Z",0,"Z",0,"R",1144840,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",372352,"R",202593,"R",50648,"Z",0,"Z",0,"Z",0,"R",119111,"R",878349,"R",633286,"R",158321,"Z",0,"Z",0,"Z",0,"R",86742,"R",1818316,"R",916728,"R",229182,"Z",0,"Z",0,"Z",0,"R",672406,"R",5512375,"R",1290545,"R",322636,"Z",0,"R",592330,"R",663720,"R",2643144,"R",606213,"R",243697,"R",60926,"Z",0,"Z",0,"Z",0,"R",301590,"R",4402629,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4402629,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19348245,"R",6977386,"R",1744347,"Z",0,"R",592330,"R",663720,"R",9370462,"Z",0,"Z",0,1
