unitid,"xf2a01",f2a01,"xf2a02",f2a02,"xf2a03",f2a03,"xf2a04",f2a04,"xf2a05",f2a05,"xf2a06",f2a06,"xf2a11",f2a11,"xf2a12",f2a12,"xf2a13",f2a13,"xf2a14",f2a14,"xf2b01",f2b01,"xf2b02",f2b02,"xf2b03",f2b03,"xf2b04",f2b04,"xf2b05",f2b05,"xf2b06",f2b06,"xf2b07",f2b07,"xf2c01",f2c01,"xf2c02",f2c02,"xf2c03",f2c03,"xf2c04",f2c04,"xf2c05",f2c05,"xf2c06",f2c06,"xf2c07",f2c07,"xf2c08",f2c08,"xf2c09",f2c09,"xf2d01",f2d01,"xf2d02",f2d02,"xf2d03",f2d03,"xf2d04",f2d04,"xf2d05",f2d05,"xf2d06",f2d06,"xf2d07",f2d07,"xf2d08",f2d08,"xf2d09",f2d09,"xf2d10",f2d10,"xf2d11",f2d11,"xf2d12",f2d12,"xf2d13",f2d13,"xf2d14",f2d14,"xf2d15",f2d15,"xf2d16",f2d16,"xf2e011",f2e011,"xf2e012",f2e012,"xf2e013",f2e013,"xf2e014",f2e014,"xf2e015",f2e015,"xf2e016",f2e016,"xf2e017",f2e017,"xf2e021",f2e021,"xf2e022",f2e022,"xf2e023",f2e023,"xf2e024",f2e024,"xf2e025",f2e025,"xf2e026",f2e026,"xf2e027",f2e027,"xf2e031",f2e031,"xf2e032",f2e032,"xf2e033",f2e033,"xf2e034",f2e034,"xf2e035",f2e035,"xf2e036",f2e036,"xf2e037",f2e037,"xf2e041",f2e041,"xf2e042",f2e042,"xf2e043",f2e043,"xf2e044",f2e044,"xf2e045",f2e045,"xf2e046",f2e046,"xf2e047",f2e047,"xf2e051",f2e051,"xf2e052",f2e052,"xf2e053",f2e053,"xf2e054",f2e054,"xf2e055",f2e055,"xf2e056",f2e056,"xf2e057",f2e057,"xf2e061",f2e061,"xf2e062",f2e062,"xf2e063",f2e063,"xf2e064",f2e064,"xf2e065",f2e065,"xf2e066",f2e066,"xf2e067",f2e067,"xf2e071",f2e071,"xf2e072",f2e072,"xf2e073",f2e073,"xf2e074",f2e074,"xf2e075",f2e075,"xf2e076",f2e076,"xf2e077",f2e077,"xf2e081",f2e081,"xf2e082",f2e082,"xf2e083",f2e083,"xf2e084",f2e084,"xf2e085",f2e085,"xf2e086",f2e086,"xf2e087",f2e087,"xf2e091",f2e091,"xf2e092",f2e092,"xf2e093",f2e093,"xf2e094",f2e094,"xf2e095",f2e095,"xf2e096",f2e096,"xf2e097",f2e097,"xf2e101",f2e101,"xf2e102",f2e102,"xf2e103",f2e103,"xf2e104",f2e104,"xf2e105",f2e105,"xf2e106",f2e106,"xf2e107",f2e107,"xf2e111",f2e111,"xf2e112",f2e112,"xf2e113",f2e113,"xf2e114",f2e114,"xf2e115",f2e115,"xf2e116",f2e116,"xf2e117",f2e117,"xf2e121",f2e121,"xf2e122",f2e122,"xf2e123",f2e123,"xf2e124",f2e124,"xf2e125",f2e125,"xf2e126",f2e126,"xf2e127",f2e127,"xf2e131",f2e131,"xf2e132",f2e132,"xf2e133",f2e133,"xf2e134",f2e134,"xf2e135",f2e135,"xf2e136",f2e136,"xf2e137",f2e137,"xf2h01",f2h01,"xf2h02",f2h02,f2fha
196592,"R",7861579,"R",177882609,"R",95266924,"R",75383111,"R",7232574,"R",82615685,"R",16821716,"R",106498581,"R",27116507,"R",0,"R",120142725,"R",107888011,"R",9340069,"R",21594783,"R",61020902,"R",0,"R",82615685,"R",15171658,"R",2365807,"R",16068498,"R",0,"R",2700,"R",22389147,"R",55997810,"R",15560,"R",0,"R",111536931,"R",0,"R",0,"R",0,"R",2673271,"R",868641,"R",159408,"R",1407414,"R",0,"R",953745,"R",0,"R",1284496,"R",0,"R",0,"R",1258819,"R",120142725,"R",41667745,"R",28617618,"R",4130600,"R",4623098,"R",1960327,"R",0,"R",2336102,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19667257,"R",12843491,"R",1964714,"R",2311549,"R",980164,"R",0,"R",1567339,"R",14219790,"R",5846530,"R",1062850,"R",1581587,"R",670637,"R",0,"R",5058186,"R",30470640,"R",8315676,"R",1185211,"R",3406493,"R",1444452,"R",4407301,"R",11711507,"R",1862579,"R",200098,"R",38820,"R",243321,"R",103175,"R",0,"R",1277165,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",-12166048,"R",0,"R",0,"R",12166048,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",107888011,"R",55823413,"R",8382195,"Z",0,"R",5158755,"R",4407301,"R",34116347,"R",0,"R",0,1
196653,"R",3197795,"R",10653175,"R",6215664,"R",2147448,"R",2290063,"R",4437511,"R",0,"R",5180161,"R",443175,"R",0,"R",7667007,"R",7500185,"R",0,"R",166822,"R",4270689,"R",0,"R",4437511,"R",1458076,"R",222682,"R",1119622,"R",0,"R",97683,"R",402769,"R",3300832,"R",500452,"R",0,"R",6697795,"R",212535,"R",25495,"R",0,"R",222682,"R",0,"R",0,"R",158852,"R",0,"R",-100695,"R",0,"R",430404,"R",0,"R",0,"R",19939,"R",7667007,"R",3351849,"R",2198224,"R",426269,"R",533411,"Z",0,"Z",0,"R",193945,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",327381,"R",180817,"R",35063,"R",53582,"Z",0,"Z",0,"R",57919,"R",801509,"R",482522,"R",93569,"R",129439,"Z",0,"Z",0,"R",95979,"R",2334719,"R",740463,"R",143587,"R",406146,"Z",0,"R",1449,"R",1043074,"R",464181,"R",36185,"R",7017,"R",85608,"Z",0,"Z",0,"R",335371,"R",220546,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",220546,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"R",61614,"R",11948,"R",-1208186,"R",379487,"R",383089,"R",372048,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7500185,"R",3699825,"R",717453,"Z",0,"R",379487,"R",384538,"R",2318882,"R",3287204,"R",3197765,1
196680,"R",4109580,"R",18527469,"R",9502058,"R",8459927,"R",565484,"R",9025411,"R",538635,"R",5667997,"R",6974479,"R",0,"R",33546749,"R",29428684,"R",0,"R",4118065,"R",4907346,"R",0,"R",9025411,"R",0,"R",14075,"R",21569,"R",0,"R",0,"R",0,"R",35644,"R",0,"R",0,"R",29200532,"R",0,"R",0,"R",0,"R",296322,"R",21569,"R",0,"R",436293,"R",0,"R",189041,"R",0,"R",0,"R",0,"R",0,"R",3402992,"R",33546749,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14617381,"R",7511901,"R",1814556,"R",0,"R",355801,"R",0,"R",4935123,"R",4624595,"R",2013200,"R",549435,"R",0,"R",108717,"R",0,"R",1953243,"R",10186708,"R",3669636,"R",995556,"R",0,"R",523819,"R",190183,"R",4807514,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29428684,"R",13194737,"R",3359547,"Z",0,"R",988337,"R",190183,"R",11695880,"R",0,"R",0,1
196866,"R",249920208,"R",418822359,"R",79153567,"R",222266161,"R",117402631,"R",339668792,"R",100,"R",129329056,"R",83922484,"R",0,"R",92292896,"R",83917391,"R",0,"R",8375505,"R",331293287,"R",0,"R",339668792,"R",866322,"R",629137,"R",136801,"R",0,"R",4606176,"R",13926109,"R",20164545,"R",18669085,"R",0,"R",41112424,"R",0,"R",271647,"R",0,"R",2560156,"R",531991,"R",0,"R",19606527,"R",0,"R",11179365,"R",0,"R",15223754,"R",0,"R",0,"R",1807032,"R",92292896,"R",32402968,"R",17328246,"R",5822454,"R",1818993,"R",1760290,"R",138081,"R",5534904,"R",1790069,"R",518124,"R",109655,"R",0,"R",0,"R",0,"R",1162290,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6559689,"R",2950331,"R",957992,"R",578770,"R",586763,"R",209674,"R",1276159,"R",10716436,"R",3485844,"R",679769,"R",1570948,"R",1592643,"R",119252,"R",3267980,"R",15099753,"R",5900056,"R",1855711,"R",1322903,"R",1341173,"R",100423,"R",4579487,"R",17348476,"R",2385355,"R",1280940,"R",2976534,"R",3101463,"R",1038031,"R",6566153,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",3153703,"R",1048042,"R",-8268148,"R",0,"R",0,"R",4066403,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",83917391,"R",35721659,"R",11754563,"Z",0,"R",8382332,"R",1605461,"R",26453376,"R",245300000,"R",246100000,1
196884,"R",64783734,"R",97160150,"R",15627342,"R",51300348,"R",30232460,"R",81532808,"R",1928226,"R",18373790,"R",487194,"R",0,"R",13181484,"R",16550081,"R",0,"R",-3368597,"R",81532808,"R",3368597,"R",81532808,"R",0,"R",90889,"R",0,"R",0,"R",500149,"R",1087123,"R",1678161,"R",1587273,"R",0,"R",2726785,"R",0,"R",0,"R",0,"R",90889,"R",0,"R",0,"R",3915664,"R",0,"R",2503279,"R",0,"R",3194183,"R",0,"Z",0,"R",750684,"R",13181484,"R",3397836,"R",1422939,"R",354489,"R",767059,"R",457731,"Z",0,"R",395618,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2695829,"R",986374,"R",216754,"R",477678,"R",395187,"Z",0,"R",619836,"R",993025,"R",369070,"R",106117,"R",220596,"R",131637,"Z",0,"R",165605,"R",423316,"R",312541,"R",68837,"Z",0,"Z",0,"Z",0,"R",41938,"R",5232946,"R",1380227,"R",432237,"R",189277,"R",112948,"R",926948,"R",2191309,"R",2219856,"R",76817,"R",23671,"R",1161210,"R",692935,"Z",0,"R",265223,"R",1587273,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1587273,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",-2815820,"Z",0,"Z",0,"R",2815820,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16550081,"R",4547968,"R",1202105,"Z",0,"R",1790438,"R",926948,"R",8082622,"R",63319639,"R",63468287,1
197018,"R",0,"R",11592975,"R",5121152,"R",6471823,"Z",0,"R",6471823,"R",3259811,"R",6368358,"R",251159,"Z",0,"R",14153110,"R",13404680,"R",0,"R",748430,"R",5723392,"R",1,"R",6471823,"R",6129736,"R",142854,"Z",0,"Z",0,"Z",0,"R",1502000,"R",7774590,"R",16482,"Z",0,"R",4710160,"Z",0,"Z",0,"Z",0,"R",6272590,"Z",0,"Z",0,"R",3170360,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",14153110,"R",5118333,"R",3925075,"R",1193258,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",374951,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",374951,"R",1332276,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1332276,"R",775205,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",775205,"R",4159061,"R",955810,"R",247276,"R",1491638,"R",319398,"R",203996,"R",940943,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1502000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1502000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",-1491638,"Z",0,"Z",0,"R",1491638,"R",142854,"R",0,"R",0,"R",0,"R",0,"R",0,"R",142854,"R",13404680,"R",4880885,"R",1440534,"Z",0,"R",319398,"R",203996,"R",6559867,"A",,"A",,2
197045,"R",12661796,"R",70905396,"R",34236135,"R",24296032,"R",12373229,"R",36669261,"R",8131778,"R",37044785,"R",12281526,"R",745606,"R",33246459,"R",34869303,"R",3245688,"R",1622844,"R",38292105,"R",-3245688,"R",36669261,"R",2556080,"R",806388,"R",3453704,"R",0,"R",262993,"R",13804565,"R",20883730,"R",14793637,"R",0,"R",23859547,"R",0,"R",203912,"R",0,"R",1119074,"R",779235,"R",0,"R",798639,"R",0,"R",118008,"R",428928,"R",5215212,"R",0,"R",0,"R",723904,"R",33246459,"R",11958409,"R",7714579,"R",2726137,"R",400395,"R",147169,"R",183637,"R",786492,"R",97890,"R",48818,"R",7254,"Z",0,"Z",0,"Z",0,"R",41818,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",3724896,"R",976868,"R",319665,"R",903494,"R",872997,"R",194962,"R",456910,"R",6873920,"R",2793006,"R",869027,"R",831542,"R",362809,"R",184959,"R",1832577,"R",8095055,"R",2908694,"R",948141,"R",402630,"R",426482,"R",183637,"R",3225471,"R",4119133,"R",223275,"R",46435,"R",1940456,"R",689142,"R",798191,"R",421634,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",232060,"R",65963,"R",-4478517,"Z",0,"Z",0,"R",4180494,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",34869303,"R",14897300,"R",4982622,"Z",0,"R",2498599,"R",1545386,"R",10945396,"R",13033022,"R",12816780,1
197133,"R",608186928,"R",901731478,"R",138623620,"R",519518375,"R",243589483,"R",763107858,"R",11381924,"R",242090355,"R",114959458,"R",0,"R",126579184,"R",114973414,"R",0,"R",11605770,"R",751502088,"R",0,"R",763107858,"R",797188,"R",820823,"R",706860,"R",0,"R",8639797,"R",12437585,"R",23402253,"R",21077382,"R",0,"R",45801752,"R",0,"R",278945,"R",0,"R",1331316,"R",0,"R",0,"R",34951254,"R",0,"R",20829446,"R",0,"R",19649446,"R",0,"R",0,"R",3737025,"R",126579184,"R",45977978,"R",25098402,"R",8031000,"R",5309973,"R",3843316,"R",1721671,"R",1973616,"R",2689444,"R",1081775,"R",110000,"R",310603,"R",224812,"R",100708,"R",861546,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12708797,"R",5554046,"R",1944000,"R",1433587,"R",1333275,"R",464817,"R",1979072,"R",10860638,"R",4909363,"R",1718000,"R",1254290,"R",907845,"R",406683,"R",1664457,"R",25219555,"R",9361623,"R",3370000,"R",2897580,"R",2097245,"R",939492,"R",6553615,"R",17517002,"R",3943307,"R",2325000,"R",3029564,"R",1369130,"R",613323,"R",6236678,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",6786710,"R",4177000,"R",-14235597,"R",0,"R",0,"R",3271887,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",114973414,"R",56735226,"R",21675000,"Z",0,"R",9775623,"R",4246694,"R",22540871,"R",554199000,"R",546854000,1
197142,"R",308537,"R",1870452,"R",554899,"R",835243,"R",480310,"R",1315553,"R",100000,"R",3750310,"R",2416254,"R",0,"R",4173780,"R",4309099,"R",288518,"R",153199,"R",1468752,"R",-306398,"R",1315553,"R",598571,"R",62656,"R",593089,"R",0,"R",17442,"R",105609,"R",1377367,"R",114138,"R",0,"R",3200510,"R",0,"R",0,"R",0,"R",0,"R",254232,"R",0,"R",441355,"R",0,"R",9699,"R",0,"R",254222,"R",0,"R",0,"R",13762,"R",4173780,"R",1465993,"R",903513,"R",123864,"R",161527,"R",72980,"R",0,"R",204109,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",393831,"R",191190,"R",33460,"R",43371,"R",19596,"R",0,"R",106214,"R",747542,"R",371368,"R",54391,"R",82330,"R",37197,"R",0,"R",202256,"R",1393661,"R",529970,"R",96789,"R",153366,"R",69292,"R",0,"R",544244,"R",308072,"R",77413,"R",14340,"R",33928,"R",15329,"R",0,"R",167062,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",144774,"R",26202,"R",-474522,"R",0,"R",0,"R",303546,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4309099,"R",2218228,"R",349046,"Z",0,"R",214394,"Z",0,"R",1527431,"R",530364,"R",308537,1
197197,"R",15002813,"R",76135543,"R",59122287,"R",-3246026,"R",20259282,"R",17013256,"R",5914276,"R",52858321,"R",7315435,"R",0,"R",47057798,"R",43528482,"R",0,"R",3529316,"R",13483940,"R",0,"R",17013256,"R",735929,"R",566100,"R",1087735,"R",0,"R",512533,"R",13009985,"R",15912282,"R",13881860,"R",0,"R",29334592,"R",0,"R",201736,"R",0,"R",590800,"R",6518,"R",24700,"R",4249070,"R",0,"R",709905,"R",0,"R",10419768,"R",0,"R",0,"R",1520709,"R",47057798,"R",14257614,"R",6652202,"R",2586967,"R",1748762,"R",421510,"R",359775,"R",2488398,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2930033,"R",664074,"R",258251,"R",381772,"R",166300,"R",74126,"R",1385510,"R",5066244,"R",1968763,"R",765630,"R",463874,"R",162433,"R",152886,"R",1552658,"R",6641306,"R",2236594,"R",869786,"R",287355,"R",235975,"R",70386,"R",2941210,"R",14633285,"R",1404628,"R",546244,"R",1223313,"R",1187558,"R",1433451,"R",8838091,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",1975689,"R",768325,"R",-4105076,"Z",0,"Z",0,"R",1361062,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43528482,"R",14901950,"R",5795203,"Z",0,"R",2173776,"R",2090624,"R",18566929,"R",10523000,"R",15247000,1
197221,"R",44553899,"R",54459604,"R",3338456,"R",49698476,"R",1422672,"R",51121148,"R",654957,"R",8896993,"R",5593003,"R",0,"R",3374170,"R",5861457,"R",0,"R",-2487287,"R",53608435,"R",0,"R",51121148,"R",0,"R",0,"R",0,"R",0,"R",7400,"R",0,"R",7400,"R",7400,"R",0,"R",412813,"R",0,"R",0,"R",0,"R",0,"R",12349,"R",0,"R",911858,"R",0,"R",1859218,"R",126430,"R",6000,"R",0,"R",0,"R",45502,"R",3374170,"R",2215115,"R",1171000,"R",262526,"R",345364,"R",233819,"Z",0,"R",202406,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",938102,"R",161657,"R",44699,"R",206998,"R",441729,"Z",0,"R",83019,"R",830762,"R",160202,"R",51851,"R",359286,"R",100694,"Z",0,"R",158729,"R",1410520,"R",400173,"R",106533,"R",256214,"R",93611,"R",75497,"R",478492,"R",466958,"R",160638,"R",55508,"R",53368,"R",12958,"Z",0,"R",184486,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",438616,"R",154438,"R",-1221230,"Z",0,"Z",0,"R",628176,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5861457,"R",2492286,"R",675555,"Z",0,"R",882811,"R",75497,"R",1735308,"R",44458249,"R",44553899,1
197230,"R",67992362,"R",100775700,"R",3243137,"R",35650464,"R",61882099,"R",97532563,"R",426716,"R",42625868,"R",5410894,"R",48463478,"R",21481256,"R",17910889,"R",0,"R",3570367,"R",93962196,"R",0,"R",97532563,"Z",0,"R",75678,"Z",0,"Z",0,"R",645376,"R",1487671,"R",2208725,"R",2208725,"Z",0,"R",4463706,"Z",0,"Z",0,"Z",0,"R",157311,"R",41248,"Z",0,"R",10046089,"Z",0,"R",3180688,"Z",0,"R",3509435,"Z",0,"Z",0,"R",82779,"R",21481256,"R",4923588,"R",3309271,"R",720647,"R",385514,"R",126567,"Z",0,"R",381589,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1652487,"R",581703,"R",126675,"R",236460,"R",77632,"Z",0,"R",630017,"R",2118573,"R",821545,"R",178905,"R",94833,"R",31134,"Z",0,"R",992156,"R",4502526,"R",1235776,"R",269110,"R",803660,"R",263848,"Z",0,"R",1930132,"R",4713715,"R",101924,"R",22196,"R",1381933,"R",453701,"Z",0,"R",2753961,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",1191051,"R",259370,"R",-2902400,"Z",0,"Z",0,"R",1451979,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17910889,"R",7241270,"R",1576903,"Z",0,"R",952882,"Z",0,"R",8139834,"R",54800479,"R",53923560,1
197531,"R",0,"R",8263683,"R",569111,"R",4905621,"R",2788951,"R",7694572,"R",140922,"R",2634190,"R",1997373,"R",0,"R",6028104,"R",5647843,"R",0,"R",380261,"R",7314311,"R",0,"R",7694572,"R",498208,"R",0,"R",15300,"R",0,"R",25400,"R",642095,"R",1181003,"R",0,"R",0,"R",1975474,"R",0,"R",0,"R",0,"R",498208,"R",0,"R",0,"R",170023,"R",247444,"R",-80670,"R",0,"R",3126096,"R",0,"R",91529,"R",0,"R",6028104,"R",273349,"R",161478,"R",0,"R",0,"R",0,"R",0,"R",111871,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",232309,"R",133532,"R",0,"R",0,"R",0,"R",0,"R",98777,"R",826230,"R",564336,"R",0,"R",0,"R",0,"R",0,"R",261894,"R",1282624,"R",207408,"R",0,"R",0,"R",0,"R",0,"R",1075216,"R",1128692,"R",213815,"R",0,"R",0,"R",0,"R",0,"R",914877,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",703090,"R",0,"R",0,"R",0,"R",0,"R",0,"R",703090,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1201549,"R",0,"R",310021,"R",0,"R",110133,"R",0,"R",781395,"R",5647843,"R",1280569,"R",310021,"Z",0,"R",110133,"Z",0,"R",3947120,"R",989427,"R",1120240,1
197601,"R",100000,"R",1733165,"R",143109,"R",590056,"R",1000000,"R",1590056,"Z",0,"R",222295,"R",30000,"Z",0,"R",1034974,"R",838553,"R",-190000,"R",6421,"R",1583635,"R",0,"R",1590056,"R",268550,"R",51623,"Z",0,"Z",0,"R",0,"R",90216,"R",410389,"R",90216,"Z",0,"R",270527,"Z",0,"Z",0,"Z",0,"R",320173,"Z",0,"Z",0,"R",100274,"Z",0,"R",344000,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1034974,"R",303575,"R",251175,"R",52400,"Z",0,"Z",0,"Z",0,"R",0,"R",77632,"R",77632,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",54000,"R",23000,"Z",0,"Z",0,"Z",0,"Z",0,"R",31000,"R",58093,"Z",0,"Z",0,"R",10000,"Z",0,"Z",0,"R",48093,"R",140468,"R",34000,"Z",0,"R",36750,"Z",0,"Z",0,"R",69718,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",193305,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",193305,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",-46750,"R",11480,"Z",0,"R",35270,"R",11480,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11480,"R",838553,"R",385807,"R",52400,"Z",0,"R",11480,"Z",0,"R",388866,"A",,"A",,2
197610,"Z",0,"R",3708705,"R",2005374,"R",1703331,"Z",0,"R",1703331,"R",1807800,"R",1527537,"R",32267,"Z",0,"R",1717247,"R",1502100,"R",0,"R",215147,"R",1488184,"R",0,"R",1703331,"R",143957,"R",14819,"Z",0,"Z",0,"Z",0,"R",521005,"R",679781,"R",264504,"Z",0,"R",130680,"Z",0,"Z",0,"Z",0,"R",158776,"Z",0,"Z",0,"R",1427340,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",451,"R",1717247,"R",683881,"R",283896,"R",70974,"R",53247,"R",25290,"R",31794,"R",218680,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",2027,"Z",0,"Z",0,"R",158,"R",74,"R",93,"R",1702,"R",132020,"Z",0,"Z",0,"R",10279,"R",4882,"R",6138,"R",110721,"R",378331,"R",159523,"R",39881,"R",29457,"R",13991,"R",17589,"R",117890,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",305841,"Z",0,"Z",0,"R",23813,"R",11310,"R",14219,"R",256499,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",43202,"R",10801,"R",-116954,"Z",0,"Z",0,"R",62951,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1502100,"R",486621,"R",121656,"Z",0,"R",55547,"R",69833,"R",768443,"A",,"A",,2
